rank,name,forbes_id,net_worth,age,age_range,country,source,industry,Age,Source of Wealth,Self-Made Score,Philanthropy Score,Residence,Citizenship,Marital Status,Children,Education,Bachelor,Master,Doctorate,Drop Out,Self Made
116,Dhanin Chearavanont,dhanin-chearavanont,14.9,83.0,9,Thailand,Diversified,Diversified,84.0,Diversified,,,"Bangkok, Thailand",Thailand,Widowed,5.0,,,,,,0
116,David Green & family,david-green,14.9,81.0,9,United States,Retail,Fashion & Retail,81.0,"Retail, Self Made",10.0,2.0,"Oklahoma City, Oklahoma",United States,Married,3.0,"Diploma, High School",0.0,0.0,0.0,0.0,1
118,Charoen Sirivadhanabhakdi,charoen-sirivadhanabhakdi,14.8,78.0,8,Thailand,"Alcohol, real estate",Food & Beverage,79.0,"Alcohol, real estate, Self Made",,,"Bangkok, Thailand",Thailand,Widowed,5.0,,,,,,1
119,Charlene de Carvalho-Heineken & family,charlene-de-carvalho-heineken,14.7,68.0,7,Netherlands,Heineken,Food & Beverage,69.0,Heineken,,,"London, United Kingdom",Netherlands,Married,5.0,"Bachelor of Arts/Science, Rijnlands Lyceum Wassenaar; Doctor of Jurisprudence, University of Leiden",1.0,0.0,0.0,0.0,0
120,Xu Hang,xu-hang,14.6,56.0,6,Hong Kong,Medical devices,Healthcare,61.0,"Medical devices, Self Made",,,"Shenzhen, China",Hong Kong,,,"EMBA, Ceibs; Bachelor of Engineering, Tsinghua University; Master of Science in Engineering, Tsinghua University",1.0,1.0,0.0,0.0,1
121,Wei Jianjun & family,wei-jianjun,14.5,59.0,6,China,Automobiles,Automotive,59.0,"Automobiles, Self Made",,,"Baoding, China",China,Married,,"Bachelor of Arts/Science, Hebei Province",1.0,0.0,0.0,0.0,1
122,Alisher Usmanov,alisher-usmanov,14.4,69.0,7,Russia,"Steel, telecom, investments",Metals & Mining,69.0,"Steel, telecom, investments, Self Made",,,"Tashkent, Uzbekistan",Russia,Divorced,,"Master, Finance Academy under the Government of the Russian Federation; Master of Laws, Moscow Institute of International Relations",0.0,1.0,0.0,0.0,1
123,Goh Cheng Liang,goh-cheng-liang,14.3,95.0,10,Singapore,Paints,Manufacturing,96.0,"Paints, Self Made",,,"Singapore, Singapore",Singapore,Widowed,3.0,,,,,,1
124,Kumar Birla,kumar-birla,14.2,55.0,6,India,Commodities,Diversified,56.0,Commodities,,,"Mumbai, India",India,Married,3.0,"Master of Business Administration, London Business School; Bachelor of Arts/Science, University of Mumbai",1.0,1.0,0.0,0.0,0
124,Aliko Dangote,aliko-dangote,14.2,65.0,7,Nigeria,"Cement, sugar",Manufacturing,66.0,"Cement, sugar, Self Made",,,"Lagos, Nigeria",Nigeria,Divorced,3.0,"Bachelor of Arts/Science, Al-Azhar University",1.0,0.0,0.0,0.0,1
126,Kwong Siu-hing,kwong-siu-hing,14.1,93.0,10,Hong Kong,Real estate,Real Estate,93.0,Real estate,,,"Hong Kong, Hong Kong",Hong Kong,Widowed,4.0,,,,,,0
127,Idan Ofer,idan-ofer,14.0,67.0,7,Israel,Shipping,Diversified,67.0,Shipping,,,"London, United Kingdom",Israel,Married,5.0,,,,,,0
128,Chen Bang,chen-bang,13.9,57.0,6,China,Hospitals,Healthcare,57.0,"Hospitals, Self Made",,,"Changsha, China",China,Married,,"Master of Business Administration, Hunan University",0.0,1.0,0.0,0.0,1
128,Lui Che Woo,lui-che-woo,13.9,94.0,10,Hong Kong,Casinos/hotels,Gambling & Casinos,94.0,"Casinos/hotels, Self Made",,,"Hong Kong, Hong Kong",Hong Kong,Married,5.0,,,,,,1
130,John Fredriksen,john-fredriksen,13.7,78.0,8,Cyprus,Shipping,Logistics,78.0,"Shipping, Self Made",,,"London, United Kingdom",Cyprus,Widowed,2.0,,,,,,1
130,Diane Hendricks,diane-hendricks,13.7,76.0,8,United States,Building supplies,Construction & Engineering,76.0,"Building supplies, Self Made",9.0,1.0,"Afton, Wisconsin",United States,Widowed,7.0,"Diploma, High School",0.0,0.0,0.0,0.0,1
130,Jan Koum,jan-koum,13.7,47.0,5,United States,WhatsApp,Technology,47.0,"WhatsApp, Self Made",10.0,2.0,"Atherton, California",United States,Single,,"Drop Out, San Jose State University",0.0,0.0,0.0,1.0,1
133,Jerry Jones,jerry-jones,13.3,80.0,8,United States,Dallas Cowboys,Sports,80.0,"Dallas Cowboys, Self Made",8.0,1.0,"Dallas, Texas",United States,Married,3.0,"Bachelor of Arts/Science, University of Arkansas; Master of Arts, University of Arkansas",1.0,1.0,0.0,0.0,1
133,George Kaiser,george-kaiser,13.3,80.0,8,United States,"Oil & gas, banking",Energy,81.0,"Oil & gas, banking",5.0,4.0,"Tulsa, Oklahoma",United States,Married,3.0,"Bachelor of Arts/Science, Harvard University; Master of Business Administration, Harvard University",1.0,1.0,0.0,0.0,0
133,Joseph Lau,joseph-lau,13.3,71.0,8,Hong Kong,Real estate,Real Estate,72.0,"Real estate, Self Made",,,"Hong Kong, Hong Kong",Hong Kong,Divorced,6.0,,,,,,1
136,Lu Xiangyang,lu-xiangyang,13.2,60.0,6,China,"Automobiles, batteries",Automotive,60.0,"Automobiles, batteries, Self Made",,,"Guangzhou, China",China,Married,,,,,,,1
137,Harry Triguboff,harry-triguboff,13.1,90.0,9,Australia,Real estate,Real Estate,90.0,"Real estate, Self Made",,,"Sydney, Australia",Australia,Married,2.0,"Bachelor of Arts/Science, University of Leeds",1.0,0.0,0.0,0.0,1
138,Uday Kotak,uday-kotak,12.9,64.0,7,India,Banking,Finance & Investments,64.0,"Banking, Self Made",,,"Mumbai, India",India,Married,2.0,"Bachelor of Arts/Science, University of Mumbai; Master of Business Administration, University of Mumbai",1.0,1.0,0.0,0.0,1
138,Stanley Kroenke,stanley-kroenke,12.9,75.0,8,United States,"Sports, real estate",Sports,76.0,"Sports, real estate, Self Made",6.0,,"Electra, Texas",United States,Married,2.0,"Master of Business Administration, Robert J. Trulaske, Sr. College of Business; Bachelor of Arts/Science, University of Missouri",1.0,1.0,0.0,0.0,1
140,Mikhail Fridman,mikhail-fridman,12.6,58.0,6,Russia,"Oil, banking, telecom",Energy,59.0,"Oil, banking, telecom, Self Made",,,"London, United Kingdom",Russia,Divorced,5.0,"Master of Science, Moscow Institute of Steel and Alloys",0.0,1.0,0.0,0.0,1
141,Sarath Ratanavadi,sarath-ratanavadi,12.3,57.0,6,Thailand,Energy,Energy,58.0,"energy, Self Made",,,"Bangkok, Thailand",Thailand,Married,,"Bachelor of Science in Engineering, Chulalongkorn University; Master of Science in Engineering, University of Southern California",1.0,1.0,0.0,0.0,1
142,Dang Yanbao,dang-yanbao,12.2,50.0,5,China,Coal,Metals & Mining,50.0,"Coal, Self Made",,,"Yinchuan, China",China,,,"Master of Business Administration, Peking University",0.0,1.0,0.0,0.0,1
142,Jiang Rensheng & family,jiang-rensheng,12.2,69.0,7,China,Vaccines,Healthcare,69.0,"Vaccines, Self Made",,,"Chongqing, China",China,Married,1.0,"Associate in Arts/Science, Guilin Medical University",0.0,0.0,0.0,0.0,1
144,Shahid Khan,shahid-khan,12.1,72.0,8,United States,Auto parts,Automotive,73.0,"Auto parts, Self Made",10.0,1.0,"Naples, Florida",United States,Married,2.0,"Bachelor of Arts/Science, University of Illinois, Urbana-Champaign",1.0,0.0,0.0,0.0,1
145,Laurene Powell Jobs & family,laurene-powell-jobs,12.0,59.0,6,United States,"Apple, Disney",Technology,59.0,"Apple, Disney",2.0,1.0,"Palo Alto, California",United States,Widowed,3.0,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",1.0,1.0,0.0,0.0,0
146,Robert Kuok,robert-kuok,11.8,99.0,10,Malaysia,"Palm oil, shipping, property",Diversified,99.0,"Palm oil, shipping, property, Self Made",,,"Hong Kong, Hong Kong",Malaysia,Married,8.0,"Bachelor of Arts/Science, Raffles College",1.0,0.0,0.0,0.0,1
147,Stephen Ross,stephen-ross,11.6,82.0,9,United States,Real estate,Real Estate,83.0,"Real estate, Self Made",8.0,2.0,"New York, New York",United States,Married,4.0,"Master of Laws, New York University; Bachelor of Arts/Science, University of Michigan; Doctor of Jurisprudence, Wayne State University",1.0,1.0,0.0,0.0,1
148,Pavel Durov,pavel-durov,11.5,38.0,4,United Arab Emirates,Messaging app,Technology,38.0,"Messaging app, Self Made",,,"Dubai, United Arab Emirates",United Arab Emirates,Single,2.0,"Master of Science, Saint Petersburg State University",0.0,1.0,0.0,0.0,1
148,Andreas Struengmann & family,andreas-struengmann,11.5,73.0,8,Germany,Pharmaceuticals,Healthcare,73.0,"Pharmaceuticals, Self Made",,,"Tegernsee, Germany",Germany,Married,2.0,"Medical Doctor, University at Buffalo",0.0,0.0,0.0,0.0,1
148,Thomas Struengmann & family,thomas-struengmann,11.5,73.0,8,Germany,Pharmaceuticals,Healthcare,73.0,"Pharmaceuticals, Self Made",,,"Tegernsee, Germany",Germany,Married,4.0,"Master of Business Administration, University of Augsburg; Master of Business Administration, University of Augsburg",0.0,1.0,0.0,0.0,1
151,Liu Hanyuan,liu-hanyuan,11.4,59.0,6,China,Agribusiness,Food & Beverage,59.0,"Agribusiness, Self Made",,,"Chengdu, China",China,Married,,"Bachelor of Arts/Science, Sichuan University",1.0,0.0,0.0,0.0,1
151,Michael Rubin,michael-rubin,11.4,50.0,5,United States,Online retail,Fashion & Retail,51.0,"Online retail, Self Made",8.0,1.0,"Bryn Mawr, Pennsylvania",United States,Divorced,1.0,"Drop Out, Villanova University",0.0,0.0,0.0,1.0,1
153,Israel Englander,israel-englander,11.3,74.0,8,United States,Hedge funds,Finance & Investments,74.0,"Hedge funds, Self Made",9.0,1.0,"New York, New York",United States,Married,3.0,"Bachelor of Arts/Science, New York University",1.0,0.0,0.0,0.0,1
153,Viatcheslav Kantor,viatcheslav-kantor,11.3,69.0,7,Russia,"Fertilizer, real estate",Manufacturing,69.0,"Fertilizer, real estate, Self Made",,,"Herzliya, Israel",Russia,Married,5.0,"Ph.D, Moscow Aviation University",0.0,0.0,0.0,0.0,1
153,Anthony Pratt,anthony-pratt,11.3,62.0,7,Australia,Manufacturing,Manufacturing,63.0,Manufacturing,,,"Melbourne, Australia",Australia,,2.0,"Bachelor of Arts/Economics, Monash University",1.0,0.0,0.0,0.0,0
153,Mikhail Prokhorov,mikhail-prokhorov,11.3,57.0,6,Russia,Investments,Finance & Investments,58.0,"Investments, Self Made",,,"Frauenfeld, Switzerland",Russia,Single,,"Master of Economics, Moscow Institute of Finance",0.0,1.0,0.0,0.0,1
157,Giorgio Armani,giorgio-armani,11.1,88.0,9,Italy,Luxury goods,Fashion & Retail,89.0,"Luxury goods, Self Made",,,"Milan, Italy",Italy,Single,,"Drop Out, University of Piacenza",0.0,0.0,0.0,1.0,1
157,Johann Rupert & family,johann-rupert,11.1,72.0,8,South Africa,Luxury goods,Fashion & Retail,73.0,Luxury goods,,,"Cape Town, South Africa",South Africa,Married,3.0,,,,,,0
159,Gong Hongjia & family,gong-hongjia,11.0,58.0,6,Hong Kong,Video surveillance,Finance & Investments,58.0,"Video surveillance, Self Made",,,"Hong Kong, Hong Kong",Hong Kong,Married,2.0,"Bachelor of Arts/Science, Huazhong University of Science and Technology",1.0,0.0,0.0,0.0,1
159,Zhang Zhidong,zhang-zhidong,11.0,51.0,6,China,Internet media,Technology,51.0,"Internet media, Self Made",,,"Shenzhen, China",China,,,"Bachelor of Arts/Science, Shenzhen University; Master of Arts, South China University of Technology",1.0,1.0,0.0,0.0,1
161,Philip Anschutz,philip-anschutz,10.9,83.0,9,United States,"Energy, sports, entertainment",Finance & Investments,83.0,"Energy, sports, entertainment",5.0,3.0,"Denver, Colorado",United States,Married,3.0,"Bachelor of Arts/Science, University of Kansas",1.0,0.0,0.0,0.0,0
161,Judy Love & family,judy-love,10.9,85.0,9,United States,Gas stations,Fashion & Retail,86.0,"Gas stations, Self Made",9.0,1.0,"Oklahoma City, Oklahoma",United States,Widowed,4.0,"Drop Out, St. John's University (MN); Bachelor of Arts/Science, University of Central Oklahoma",1.0,0.0,0.0,1.0,1
161,Ricardo Salinas Pliego & family,ricardo-salinas-pliego,10.9,67.0,7,Mexico,"Retail, media",Fashion & Retail,67.0,"Retail, media",,,"Mexico City, Mexico",Mexico,Married,6.0,"Master of Business Administration, A. B. Freeman School of Business; Bachelor of Arts/Science, Tecnológico de Monterrey",1.0,1.0,0.0,0.0,0
164,Donald Newhouse,donald-newhouse,10.7,93.0,10,United States,Media,Media & Entertainment,94.0,Media,5.0,2.0,"New York, New York",United States,Widowed,3.0,"Drop Out, Syracuse University",0.0,0.0,0.0,1.0,0
165,Robert Kraft,robert-kraft,10.6,81.0,9,United States,"Manufacturing, New England Patriots",Sports,82.0,"Manufacturing, New England Patriots, Self Made",8.0,3.0,"Brookline, Massachusetts",United States,"Widowed, Remarried",4.0,"Bachelor of Arts/Science, Columbia University; Master of Business Administration, Harvard Business School",1.0,1.0,0.0,0.0,1
165,Marcel Herrmann Telles,marcel-herrmann-telles,10.6,73.0,8,Brazil,Beer,Food & Beverage,73.0,"Beer, Self Made",,,"Sao Paulo, Brazil",Brazil,Married,2.0,"Bachelor of Arts/Science, Universidade Federal do Rio de Janeiro",1.0,0.0,0.0,0.0,1
167,Suleiman Kerimov & family,suleiman-kerimov-family,10.5,57.0,6,Russia,Gold,Finance & Investments,57.0,"Gold, Self Made",,,"Moscow, Russia",Russia,Married,3.0,"Master of Economics, Dagestan State University",0.0,1.0,0.0,0.0,1
167,Chris Xu,chris-xu,10.5,39.0,4,China,E-commerce,Fashion & Retail,39.0,"E-commerce, Self Made",,,"Guangzhou, China",China,,,"Bachelor of Science, Qingdao University",1.0,0.0,0.0,0.0,1
167,Changpeng Zhao,changpeng-zhao,10.5,45.0,5,Canada,Cryptocurrency exchange,Finance & Investments,45.0,"Cryptocurrency exchange, Self Made",,,"Dubai, United Arab Emirates",Canada,,,,,,,,1
170,Andrew Beal,andrew-beal,10.3,70.0,7,United States,"Banks, real estate",Finance & Investments,70.0,"Banks, real estate, Self Made",8.0,1.0,"Dallas, Texas",United States,Divorced,6.0,"Drop Out, Baylor University",0.0,0.0,0.0,1.0,1
171,Mike Cannon-Brookes,mike-cannon-brookes,10.2,43.0,5,Australia,Software,Technology,43.0,"Software, Self Made",,,"Sydney, Australia",Australia,Married,4.0,"Bachelor of Arts/Science, University of New South Wales",1.0,0.0,0.0,0.0,1
171,Carl Cook,carl-cook,10.2,60.0,6,United States,Medical devices,Healthcare,61.0,Medical devices,3.0,,"Bloomington, Indiana",United States,Married,,"Bachelor of Arts/Science, Purdue University; Master of Business Administration, Tippie School of Management",1.0,1.0,0.0,0.0,0
171,David Duffield,david-duffield,10.2,82.0,9,United States,Business software,Technology,82.0,"Business software, Self Made",8.0,3.0,"Incline Village, Nevada",United States,Married,10.0,"Bachelor of Engineering, Cornell University; Master of Business Administration, Samuel Curtis Johnson Graduate School of Management",1.0,1.0,0.0,0.0,1
171,Jeffery Hildebrand,jeffery-hildebrand,10.2,64.0,7,United States,Oil,Energy,64.0,"Oil, Self Made",8.0,2.0,"Houston, Texas",United States,Married,3.0,"Bachelor of Arts/Science, The University of Texas at Austin; Master of Science, The University of Texas at Austin",1.0,1.0,0.0,0.0,1
171,Viktor Rashnikov,viktor-rashnikov,10.2,74.0,8,Russia,Steel,Manufacturing,74.0,"Steel, Self Made",,,"Magnitogorsk, Russia",Russia,Married,2.0,"Master of Science in Engineering, Magnitogorsk Mining and Metallurgical Institute",0.0,1.0,0.0,0.0,1
171,Eduardo Saverin,eduardo-saverin,10.2,41.0,5,Brazil,Facebook,Technology,41.0,"Facebook, Self Made",,,"Singapore, Singapore",Brazil,Married,1.0,"Bachelor of Arts/Science, Harvard University",1.0,0.0,0.0,0.0,1
171,Georg Schaeffler,georg-schaeffler,10.2,58.0,6,Germany,Auto parts,Automotive,58.0,Auto parts,,,"Herzogenaurach, Germany",Germany,Divorced,4.0,,,,,,0
171,Christy Walton,christy-walton,10.2,74.0,8,United States,Walmart,Fashion & Retail,74.0,Walmart,1.0,1.0,"Jackson, Wyoming",United States,Widowed,1.0,"High School Graduate, High School",0.0,0.0,0.0,0.0,0
179,Scott Farquhar,scott-farquhar,10.1,43.0,5,Australia,Software,Technology,43.0,"Software, Self Made",,,"Sydney, Australia",Australia,Married,2.0,"Bachelor of Arts/Science, University of New South Wales",1.0,0.0,0.0,0.0,1
179,Quek Leng Chan,quek-leng-chan,10.1,81.0,9,Malaysia,"Banking, property",Diversified,82.0,"Banking, property",,,"Kuala Lumpur, Malaysia",Malaysia,Married,3.0,"LLB, Middle Temple",0.0,0.0,0.0,0.0,0
179,Wu Yajun,wu-yajun,10.1,59.0,6,China,Real estate,Real Estate,59.0,"Real estate, Self Made",,,"Beijing, China",China,Divorced,1.0,"Bachelor of Engineering, Northwestern Polytechnical University",1.0,0.0,0.0,0.0,1
182,Autry Stephens,autry-stephens,10.0,85.0,9,United States,Oil,Energy,85.0,"Oil, Self Made",9.0,,"Midland, Texas",United States,Married,2.0,"Master of Science, University of Texas, Austin",0.0,1.0,0.0,0.0,1
183,Liu Yongxing,liu-yongxing,9.9,74.0,8,China,Diversified,Service,75.0,"Diversified, Self Made",,,"Shanghai, China",China,Married,1.0,,,,,,1
184,Vinod Adani,vinod-adani,9.8,74.0,8,Cyprus,"Infrastructure, commodities",Diversified,74.0,"Infrastructure, commodities, Self Made",,,"Dubai, United Arab Emirates",Cyprus,Married,,,,,,,1
184,Nicolas Puech,nicolas-puech,9.8,80.0,8,France,Hermes,Fashion & Retail,80.0,Hermes,,,"Martigny, Switzerland",France,,,,,,,,0
184,"Jacques Saadé, Jr.",jacques-saade-jr,9.8,51.0,6,France,Shipping,Logistics,52.0,Shipping,,,"Marseille, France",France,,2.0,,,,,,0
184,Rodolphe Saadé,rodolphe-saade,9.8,53.0,6,France,Shipping,Logistics,53.0,Shipping,,,"Marseille, France",France,,,"Bachelor of Arts/Science, Concordia University",1.0,0.0,0.0,0.0,0
184,Tanya Saadé Zeenny,tanya-saade-zeenny,9.8,55.0,6,France,Shipping,Logistics,55.0,Shipping,,,"Marseille, France",France,Married,1.0,,,,,,0
184,Melker Schorling & family,melker-schorling,9.8,75.0,8,Sweden,Investments,Finance & Investments,76.0,"Investments, Self Made",,,"Stockholm, Sweden",Sweden,Married,2.0,"Master of Business Administration, Gothenburg University",0.0,1.0,0.0,0.0,1
190,Andrei Guriev & family,andrei-guriev-family,9.7,63.0,7,Russia,Fertilizers,Manufacturing,63.0,"Fertilizers, Self Made",,,"Moscow, Russia",Russia,Married,2.0,"Master, Saint Petersburg Mining University; Bachelor of Arts/Science, State Central Institute of Physical Culture",1.0,1.0,0.0,0.0,1
190,Michael Kim,michael-kim,9.7,59.0,6,United States,Private equity,Finance & Investments,59.0,"Private equity, Self Made",7.0,1.0,"Seoul, South Korea",United States,Married,2.0,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Haverford College",1.0,1.0,0.0,0.0,1
190,Lei Jun,lei-jun,9.7,53.0,6,China,Smartphones,Technology,53.0,"Smartphones, Self Made",,,"Beijing, China",China,Married,2.0,"Bachelor of Science in Engineering, Wuhan University",1.0,0.0,0.0,0.0,1
190,Friedhelm Loh,friedhelm-loh,9.7,76.0,8,Germany,Manufacturing,Manufacturing,77.0,Manufacturing,,,"Haiger, Germany",Germany,Married,3.0,,,,,,0
190,Sun Piaoyang,sun-piaoyang,9.7,64.0,7,China,Pharmaceuticals,Healthcare,64.0,"Pharmaceuticals, Self Made",,,"Lianyungang, China",China,Married,1.0,"Bachelor of Arts/Science, China Pharmaceutical University; Doctorate, Nanjing University",1.0,0.0,1.0,0.0,1
195,Rick Cohen & family,rick-cohen,9.6,70.0,7,United States,Warehouse automation,Technology,71.0,Warehouse automation,5.0,,"Keene, New Hampshire",United States,Married,3.0,,,,,,0
195,Jin Baofang,jin-baofang,9.6,70.0,7,China,Solar panels,Energy,70.0,"Solar panels, Self Made",,,"Xingtai, China",China,Married,2.0,"Associate in Arts/Science, Hebei Broadcast and Television University",0.0,0.0,0.0,0.0,1
195,Luo Liguo & family,luo-liguo,9.6,67.0,7,China,Chemicals,Manufacturing,67.0,"Chemicals, Self Made",,,"Ningbo, China",China,Married,2.0,,,,,,1
195,Marijke Mars,marijke-mars,9.6,58.0,6,United States,"Candy, pet food",Food & Beverage,59.0,"Candy, pet food",2.0,,"Los Angeles, California",United States,Divorced,,"Bachelor of Arts/Science, Duke University",1.0,0.0,0.0,0.0,0
195,Pamela Mars,pamela-mars,9.6,62.0,7,United States,"Candy, pet food",Food & Beverage,63.0,"Candy, pet food",2.0,,"Alexandria, Virginia",United States,Married,3.0,"Bachelor of Arts/Science, Vassar College",1.0,0.0,0.0,0.0,0
195,Valerie Mars,valerie-mars,9.6,64.0,7,United States,"Candy, pet food",Food & Beverage,64.0,"Candy, pet food",2.0,,"New York, New York",United States,Married,2.0,"Master of Business Administration, Columbia University; Bachelor of Arts/Science, Yale University",1.0,1.0,0.0,0.0,0
